Paper_Title,Model,Cosine_Similarity,Sentence_BLEU_Score,Levenshtein_Distance,ROUGE-1,ROUGE-2,ROUGE-L,METEOR_Score,BERTScore_(F1),Generated_Flesch_Reading_Ease,Generated_Flesch-Kincaid_Grade,Corpus_BLEU_Score
Assessing postoperative maxillary advancement stability in patients with cleft lip and palate,ChatGPT o3 mini,0.8281486630439758,0.06786640625642525,1342.0,0.42592592592592593,0.13488372093023257,0.24537037037037035,0.39980215294922256,0.8631895184516907,7.76,17.4,
Assessing postoperative maxillary advancement stability in patients with cleft lip and palate,Gemini (2.0) Flash Experimental,0.9050949811935425,0.07504121681788634,909.0,0.47428571428571425,0.14367816091954022,0.26857142857142857,0.36195690899560007,0.8848187923431396,16.02,16.3,
Assessing postoperative maxillary advancement stability in patients with cleft lip and palate,DeepSeek R1,0.8170844316482544,0.06532374951420863,1217.0,0.45208845208845205,0.12839506172839507,0.22113022113022113,0.332025867255641,0.8720912337303162,7.86,17.4,
Assessment of upper airway changes after interpositional arthroplasty: a cephalometric analysis,ChatGPT o3 mini,0.8088765144348145,0.03665606362575347,1357.0,0.3765281173594132,0.12285012285012284,0.2053789731051345,0.37072595263082214,0.8533329367637634,4.71,18.6,
Assessment of upper airway changes after interpositional arthroplasty: a cephalometric analysis,Gemini (2.0) Flash Experimental,0.8073978424072266,0.07648114542167009,803.0,0.39215686274509803,0.13157894736842107,0.22875816993464054,0.33358922238954064,0.8611124753952026,11.62,15.9,
Assessment of upper airway changes after interpositional arthroplasty: a cephalometric analysis,DeepSeek R1,0.7899700403213501,0.062335817771514174,775.0,0.3321033210332104,0.11895910780669144,0.18450184501845018,0.2858874446519671,0.8476737141609192,1.97,19.6,
"Association between temporomandibular joint dysfunction signs and symptoms, mental health indices, and MRI diagnoses: should we scan patients?",ChatGPT o3 mini,0.9300984740257263,0.05775808086114991,1414.0,0.44074074074074077,0.13011152416356875,0.24074074074074076,0.3343145109036351,0.8460391759872437,7.49,19.6,
"Association between temporomandibular joint dysfunction signs and symptoms, mental health indices, and MRI diagnoses: should we scan patients?",Gemini (2.0) Flash Experimental,0.8536515831947327,0.04200880648668585,1275.0,0.3991031390134529,0.12612612612612611,0.20179372197309417,0.24319025948768686,0.8438719511032104,15.31,16.6,
"Association between temporomandibular joint dysfunction signs and symptoms, mental health indices, and MRI diagnoses: should we scan patients?",DeepSeek R1,0.9004449248313904,0.0074790097193481,1365.0,0.288135593220339,0.0965909090909091,0.14689265536723164,0.14303719391237027,0.8387006521224976,-7.0,21.0,
Biomechanical analysis and comparison between &#x2018;Zeta&#x2019; miniplate design and conventional miniplate system for fixation of fracture segments in transition zone of parasymphysis body region of mandible &#x2013; an in vitro study,ChatGPT o3 mini,0.8389289379119873,0.04949711648712428,1254.0,0.45473684210526316,0.1353065539112051,0.26105263157894737,0.3167133381398994,0.8666057586669922,15.91,16.4,
Biomechanical analysis and comparison between &#x2018;Zeta&#x2019; miniplate design and conventional miniplate system for fixation of fracture segments in transition zone of parasymphysis body region of mandible &#x2013; an in vitro study,Gemini (2.0) Flash Experimental,0.8533307313919067,0.05681268431120883,917.0,0.44808743169398907,0.13186813186813184,0.20765027322404372,0.3167622478637501,0.8709795475006104,26.81,14.2,
Biomechanical analysis and comparison between &#x2018;Zeta&#x2019; miniplate design and conventional miniplate system for fixation of fracture segments in transition zone of parasymphysis body region of mandible &#x2013; an in vitro study,DeepSeek R1,0.8341652154922485,0.015989656808098152,1030.0,0.35251798561151076,0.15942028985507248,0.17985611510791366,0.19200564688207278,0.8694862723350525,14.59,16.9,
Bone-flap-harvest-related donor site morbidity in reconstructive jaw microsurgery: Retrospective analysis based on 220 patients over a ten-year period,ChatGPT o3 mini,0.7637996077537537,0.11083228870690241,1472.0,0.49458483754512633,0.18840579710144928,0.2563176895306859,0.3453927225841714,0.8661990165710449,18.15,15.5,
Bone-flap-harvest-related donor site morbidity in reconstructive jaw microsurgery: Retrospective analysis based on 220 patients over a ten-year period,Gemini (2.0) Flash Experimental,0.752923846244812,0.07039474976484829,1394.0,0.4359550561797753,0.19413092550790068,0.18876404494382024,0.23854689881524066,0.85158371925354,24.68,15.1,
Bone-flap-harvest-related donor site morbidity in reconstructive jaw microsurgery: Retrospective analysis based on 220 patients over a ten-year period,DeepSeek R1,0.7586221694946289,0.011141035737630586,1506.0,0.3229166666666667,0.1256544502617801,0.15104166666666666,0.16093200763282114,0.853631317615509,40.14,11.2,
Botulinum toxin A for the management of temporomandibular myofascial pain: A cohort study,ChatGPT o3 mini,0.8381930589675903,0.06271368112573027,1325.0,0.47418738049713194,0.14971209213051825,0.20267686424474188,0.29430934135165054,0.8643256425857544,29.99,15.1,
Botulinum toxin A for the management of temporomandibular myofascial pain: A cohort study,Gemini (2.0) Flash Experimental,0.2300860732793808,0.0030515815069458636,1268.0,0.1909307875894988,0.01918465227817746,0.0954653937947494,0.1296985071720224,0.8084931969642639,24.68,15.1,
Botulinum toxin A for the management of temporomandibular myofascial pain: A cohort study,DeepSeek R1,0.8736211061477661,0.017866677286628843,1300.0,0.37866666666666665,0.13941018766756033,0.18666666666666665,0.17748279766127154,0.869991660118103,42.27,10.4,
Briefings in surgical teams: a pilot study of experiences and attitudes,ChatGPT o3 mini,0.8469725847244263,0.04397130008028018,1259.0,0.44889779559118237,0.08450704225352114,0.22044088176352708,0.3236157286431475,0.8763054013252258,16.42,16.2,
Briefings in surgical teams: a pilot study of experiences and attitudes,Gemini (2.0) Flash Experimental,0.83772873878479,0.005083472387460549,1214.0,0.4045977011494253,0.07390300230946882,0.20229885057471264,0.2624727762608995,0.8651471138000488,10.3,16.4,
Briefings in surgical teams: a pilot study of experiences and attitudes,DeepSeek R1,0.7606678009033203,0.007638453826676146,1277.0,0.27586206896551724,0.06936416184971099,0.16091954022988506,0.1803936604284399,0.8652088046073914,33.44,13.8,
Clinical effectiveness of polynucleotide TMJ injection compared with physiotherapy: a 3-month randomised clinical trial,ChatGPT o3 mini,0.8173394203186035,0.04426537073360042,1366.0,0.40983606557377045,0.102880658436214,0.1926229508196721,0.29824923249767904,0.8504258990287781,0.65,20.1,
Clinical effectiveness of polynucleotide TMJ injection compared with physiotherapy: a 3-month randomised clinical trial,Gemini (2.0) Flash Experimental,0.8157464265823364,0.04896678924823177,1124.0,0.4179894179894179,0.12765957446808512,0.2275132275132275,0.27030202140309156,0.8500361442565918,7.96,17.3,
Clinical effectiveness of polynucleotide TMJ injection compared with physiotherapy: a 3-month randomised clinical trial,DeepSeek R1,0.7998161315917969,0.009825571698244336,1231.0,0.2534246575342466,0.09655172413793105,0.15753424657534246,0.14510193660800022,0.8534849882125854,-0.91,18.7,
Clinical study with sandblasted dental implants: a 17-year retrospective follow up,ChatGPT o3 mini,0.8444575667381287,0.06117905465915867,1324.0,0.4411764705882352,0.1350210970464135,0.20168067226890757,0.3369675046321663,0.8569853901863098,11.41,16.0,
Clinical study with sandblasted dental implants: a 17-year retrospective follow up,Gemini (2.0) Flash Experimental,0.8205233216285706,0.03409364103323367,1009.0,0.45263157894736844,0.13756613756613756,0.23157894736842105,0.3026650471142207,0.8568973541259766,31.78,12.3,
Clinical study with sandblasted dental implants: a 17-year retrospective follow up,DeepSeek R1,0.8177807331085205,0.010301877494459677,1010.0,0.3408360128617363,0.12297734627831715,0.22508038585209003,0.2014719202898551,0.8639168739318848,27.69,11.8,
"Clinical, histopathological and epidemiological characterisation of rare accessory parotid gland in relation to parotid and submandibular glands: Observations based on 2653 cases of the Polish Salivary Network Database",ChatGPT o3 mini,0.9114207029342651,0.015158913199423404,1402.0,0.4061895551257254,0.07766990291262135,0.17408123791102514,0.29813556961237114,0.8523898124694824,6.64,17.8,
"Clinical, histopathological and epidemiological characterisation of rare accessory parotid gland in relation to parotid and submandibular glands: Observations based on 2653 cases of the Polish Salivary Network Database",Gemini (2.0) Flash Experimental,0.8560711741447449,0.03202036625329818,1151.0,0.4418052256532066,0.10978520286396182,0.20902612826603326,0.24902142041261793,0.8605988025665283,28.84,13.5,
"Clinical, histopathological and epidemiological characterisation of rare accessory parotid gland in relation to parotid and submandibular glands: Observations based on 2653 cases of the Polish Salivary Network Database",DeepSeek R1,0.829809308052063,0.011352260111108549,1209.0,0.30057803468208094,0.10465116279069767,0.1791907514450867,0.1943895579810145,0.8608851432800293,26.0,14.6,
Collaborative approach to paediatric chronic non-bacterial osteomyelitis of the mandible: Great Ormond Street Hospital case series,ChatGPT o3 mini,0.62384033203125,0.013113254796031246,1296.0,0.33583959899749377,0.0654911838790932,0.18045112781954883,0.2605628710995682,0.8528003096580505,-11.51,20.7,
Collaborative approach to paediatric chronic non-bacterial osteomyelitis of the mandible: Great Ormond Street Hospital case series,Gemini (2.0) Flash Experimental,0.7334380149841309,0.03030416304185257,870.0,0.3333333333333333,0.058064516129032254,0.2115384615384615,0.22947896991753813,0.8633451461791992,-3.18,17.5,
Collaborative approach to paediatric chronic non-bacterial osteomyelitis of the mandible: Great Ormond Street Hospital case series,DeepSeek R1,0.6409186720848083,0.027527001936701444,789.0,0.25757575757575757,0.06870229007633587,0.1590909090909091,0.17219305069363414,0.849403440952301,3.46,17.0,
Comparison between sex and polymorphisms on <em>FKBP5</em>: perception of quality of life in non-syndromic patients. A cross-sectional study,ChatGPT o3 mini,0.8243160247802734,0.060948383990886236,1213.0,0.44543429844098,0.1521252796420582,0.2494432071269488,0.33692923175611733,0.8596064448356628,5.42,18.3,
Comparison between sex and polymorphisms on <em>FKBP5</em>: perception of quality of life in non-syndromic patients. A cross-sectional study,Gemini (2.0) Flash Experimental,0.8096719980239868,0.08171434200593075,993.0,0.49627791563275425,0.19451371571072318,0.28784119106699757,0.36360864070328647,0.8685935735702515,18.05,15.5,
Comparison between sex and polymorphisms on <em>FKBP5</em>: perception of quality of life in non-syndromic patients. A cross-sectional study,DeepSeek R1,0.7963548898696899,0.02982115612254835,945.0,0.3391003460207613,0.1393728222996516,0.21453287197231835,0.19606120492961304,0.8613371253013611,18.99,17.2,
Concomitant head or neck injury increases risk of traumatic brain injury in facial fracture patients,ChatGPT o3 mini,0.9238674640655518,0.12360732426268657,1305.0,0.5302144249512671,0.2270058708414873,0.25730994152046777,0.36193847424930925,0.8682196736335754,16.62,16.1,
Concomitant head or neck injury increases risk of traumatic brain injury in facial fracture patients,Gemini (2.0) Flash Experimental,0.9194532036781311,0.07185286941163796,1150.0,0.4782608695652174,0.17475728155339804,0.22705314009661834,0.2985648584286154,0.8692324757575989,10.74,18.3,
Concomitant head or neck injury increases risk of traumatic brain injury in facial fracture patients,DeepSeek R1,0.8551015853881836,0.02113640686402281,1280.0,0.2807017543859649,0.10588235294117647,0.18128654970760236,0.15864400560848088,0.8456156849861145,25.12,17.0,
Could temporomandibular joint arthroscopic discopexy with resorbable pins or disc mobilisation influence mandibular condyle marrow?,ChatGPT o3 mini,0.8124833106994629,0.042492732283476393,1265.0,0.448559670781893,0.1446280991735537,0.21810699588477367,0.33614064360857476,0.8522412776947021,11.14,18.2,
Could temporomandibular joint arthroscopic discopexy with resorbable pins or disc mobilisation influence mandibular condyle marrow?,Gemini (2.0) Flash Experimental,0.8058168292045593,0.08290715689291718,1028.0,0.45918367346938777,0.1641025641025641,0.27040816326530615,0.2859132434326921,0.8539619445800781,18.55,15.3,
Could temporomandibular joint arthroscopic discopexy with resorbable pins or disc mobilisation influence mandibular condyle marrow?,DeepSeek R1,0.8096886873245239,0.057529880854627034,1030.0,0.3692307692307692,0.17956656346749225,0.25846153846153846,0.22852475486243787,0.8515905141830444,11.25,18.2,
Current thinking in the management of temporomandibular disorders in children: A narrative review,ChatGPT o3 mini,0.7715028524398804,0.013289851099153665,1448.0,0.3522504892367906,0.05893909626719057,0.15655577299412915,0.25821918872870525,0.8572134971618652,-0.41,18.5,
Current thinking in the management of temporomandibular disorders in children: A narrative review,Gemini (2.0) Flash Experimental,0.8226329684257507,0.030238456225710617,1201.0,0.4248210023866349,0.12949640287769784,0.21957040572792363,0.2790160417161835,0.879558265209198,11.01,16.2,
Current thinking in the management of temporomandibular disorders in children: A narrative review,DeepSeek R1,0.7897744178771973,0.003295600203001927,1345.0,0.25846153846153846,0.08668730650154799,0.17230769230769233,0.13432247789094265,0.8539517521858215,-2.64,19.3,
Do we consent to change? An evaluation of oral and maxillofacial outpatient department dentoalveolar consent forms,ChatGPT o3 mini,0.8736830949783325,0.0754556117645915,1421.0,0.398422090729783,0.12277227722772277,0.1854043392504931,0.3117268418105437,0.8596171140670776,0.15,20.3,
Do we consent to change? An evaluation of oral and maxillofacial outpatient department dentoalveolar consent forms,Gemini (2.0) Flash Experimental,0.8342165350914001,0.01357156066927078,1250.0,0.35989717223650386,0.0723514211886305,0.18508997429305915,0.2188936781609196,0.8620200753211975,16.73,16.0,
Do we consent to change? An evaluation of oral and maxillofacial outpatient department dentoalveolar consent forms,DeepSeek R1,0.8076010346412659,0.01794002642658692,1303.0,0.3236994219653179,0.08139534883720931,0.17341040462427748,0.17425952198781708,0.8609629273414612,20.42,16.7,
Do we still need Crile or Hayes Martin approach for cervical lymphadenectomy? A retrospective study of 56 patients with minimal access neck dissection,ChatGPT o3 mini,0.7692062854766846,0.03588948371129663,1361.0,0.31554524361948955,0.06993006993006994,0.1392111368909513,0.28242092688106796,0.8445255160331726,25.29,14.8,
Do we still need Crile or Hayes Martin approach for cervical lymphadenectomy? A retrospective study of 56 patients with minimal access neck dissection,Gemini (2.0) Flash Experimental,0.7958728075027466,0.05301573278847511,831.0,0.3291139240506329,0.07006369426751592,0.13924050632911392,0.2811654036213081,0.8523960113525391,20.28,14.7,
Do we still need Crile or Hayes Martin approach for cervical lymphadenectomy? A retrospective study of 56 patients with minimal access neck dissection,DeepSeek R1,0.7330211997032166,0.03488841000569584,735.0,0.33948339483394835,0.0966542750929368,0.14760147601476015,0.23785774165988122,0.8431620001792908,32.43,14.2,
Does distraction osteogenesis improve the airway volume and quality of life of obstructive sleep apnoea patients secondary to temporomandibular joint ankylosis?,ChatGPT o3 mini,0.8845367431640625,0.05461892715672493,1385.0,0.4952015355086372,0.1657032755298651,0.24184261036468332,0.3239495209387622,0.8693792223930359,9.69,16.7,
Does distraction osteogenesis improve the airway volume and quality of life of obstructive sleep apnoea patients secondary to temporomandibular joint ankylosis?,Gemini (2.0) Flash Experimental,0.8788770437240601,0.06007259913499055,1164.0,0.5229357798165136,0.18433179723502305,0.27522935779816515,0.3318361563541463,0.8702230453491211,20.68,14.5,
Does distraction osteogenesis improve the airway volume and quality of life of obstructive sleep apnoea patients secondary to temporomandibular joint ankylosis?,DeepSeek R1,0.8606182336807251,0.00929218090811908,1219.0,0.36619718309859156,0.141643059490085,0.19154929577464785,0.20820895522388058,0.8650490641593933,31.21,14.6,
Effect of tranexamic acid on postoperative blood loss,ChatGPT o3 mini,0.8894938230514526,0.10391913362143544,1169.0,0.5352112676056338,0.21698113207547168,0.29107981220657275,0.4308253992775577,0.8836684226989746,22.82,13.7,
Effect of tranexamic acid on postoperative blood loss,Gemini (2.0) Flash Experimental,0.9027479887008667,0.127457930271119,751.0,0.5408805031446541,0.2088607594936709,0.28301886792452835,0.3957375260935759,0.8910323977470398,16.42,16.2,
Effect of tranexamic acid on postoperative blood loss,DeepSeek R1,0.9168311357498169,0.10511660252081405,856.0,0.557471264367816,0.21387283236994217,0.3045977011494253,0.39962149891147575,0.8946548700332642,37.6,12.2,
Efficacy of lasers on reduction of post-surgical lip scar in cleft lip and palate patients: A systematic review,ChatGPT o3 mini,0.9023966193199158,0.06074002191313714,1323.0,0.4116331096196868,0.148314606741573,0.17002237136465323,0.38141501577514597,0.8675721287727356,18.15,15.5,
Efficacy of lasers on reduction of post-surgical lip scar in cleft lip and palate patients: A systematic review,Gemini (2.0) Flash Experimental,0.9097523093223572,0.02048794753582342,922.0,0.375366568914956,0.11209439528023599,0.20527859237536655,0.2866917293233082,0.8621389269828796,6.95,17.7,
Efficacy of lasers on reduction of post-surgical lip scar in cleft lip and palate patients: A systematic review,DeepSeek R1,0.8664247989654541,0.04681316561707428,989.0,0.32506887052341593,0.10526315789473685,0.1652892561983471,0.287802335990551,0.8604775071144104,11.72,15.9,
Efficacy of the Hegab temporomandibular joint splint in treating patients diagnosed with dystonia with or without systemic involvement: A report of 14 cases,ChatGPT o3 mini,0.7562295198440552,0.029198059480470575,1354.0,0.38986354775828463,0.10567514677103718,0.18323586744639378,0.24732985033321353,0.8445674180984497,16.73,16.0,
Efficacy of the Hegab temporomandibular joint splint in treating patients diagnosed with dystonia with or without systemic involvement: A report of 14 cases,Gemini (2.0) Flash Experimental,0.8377208113670349,0.058353299000424415,1049.0,0.4148148148148149,0.16377171215880895,0.2271604938271605,0.27018904438825536,0.8606477379798889,24.48,15.1,
Efficacy of the Hegab temporomandibular joint splint in treating patients diagnosed with dystonia with or without systemic involvement: A report of 14 cases,DeepSeek R1,0.7931973934173584,0.0176994703953285,1087.0,0.43280182232346237,0.11899313501144165,0.214123006833713,0.2856016416645853,0.8589390516281128,36.28,12.7,
Electric scooter-related oral and maxillofacial injuries in Oxfordshire,ChatGPT o3 mini,0.9169402122497559,0.03137696932750117,1390.0,0.45920303605313095,0.12190476190476192,0.21252371916508542,0.3829772240727253,0.8745383620262146,21.8,14.1,
Electric scooter-related oral and maxillofacial injuries in Oxfordshire,Gemini (2.0) Flash Experimental,0.6110673546791077,0.04249870541265009,17334.0,0.15789473684210528,0.11267605633802817,0.12607099143206854,0.34671698679994084,0.8446465134620667,33.44,13.8,
Electric scooter-related oral and maxillofacial injuries in Oxfordshire,DeepSeek R1,0.9290146827697754,0.051528944143854345,1254.0,0.4832535885167464,0.16346153846153844,0.20574162679425836,0.31903063944637505,0.8767326474189758,24.44,13.1,
"Evaluation of fluoride levels in areca nut, tobacco, and commercial smokeless tobacco products: a pilot study",ChatGPT o3 mini,0.9272942543029785,0.05450245447158537,1218.0,0.5372460496613995,0.14512471655328799,0.2979683972911964,0.4417047289070447,0.881891131401062,11.41,16.0,
"Evaluation of fluoride levels in areca nut, tobacco, and commercial smokeless tobacco products: a pilot study",Gemini (2.0) Flash Experimental,0.9225374460220337,0.024911230846518365,938.0,0.4985994397759104,0.14084507042253522,0.23529411764705882,0.3538966900127604,0.8814618587493896,8.2,19.3,
"Evaluation of fluoride levels in areca nut, tobacco, and commercial smokeless tobacco products: a pilot study",DeepSeek R1,0.8264095187187195,0.010364523713783103,901.0,0.3420074349442379,0.0898876404494382,0.1858736059479554,0.22956782244762095,0.8580133318901062,16.66,18.1,
"Evaluation of intra-articular injection of injectable platelet-rich fibrin, anterior repositioning splint and arthrocentesis in treatment of temporomandibular joint internal derangement",ChatGPT o3 mini,0.897513210773468,0.14038573827111028,1210.0,0.5032822757111597,0.2065934065934066,0.26258205689277897,0.4185483347196884,0.8686541318893433,22.75,15.8,
"Evaluation of intra-articular injection of injectable platelet-rich fibrin, anterior repositioning splint and arthrocentesis in treatment of temporomandibular joint internal derangement",Gemini (2.0) Flash Experimental,0.9233442544937134,0.08729445371735153,1047.0,0.5170731707317073,0.21568627450980393,0.3073170731707317,0.39015274628369856,0.8942505717277527,14.8,16.8,
"Evaluation of intra-articular injection of injectable platelet-rich fibrin, anterior repositioning splint and arthrocentesis in treatment of temporomandibular joint internal derangement",DeepSeek R1,0.916519284248352,0.054563696535528505,1097.0,0.40390879478827363,0.22295081967213115,0.260586319218241,0.2526403531396761,0.8918923139572144,17.37,17.9,
Evaluation of platelet-rich fibrin versus collagen membrane for enhancing healing of secondary grafted alveolar cleft: a randomised controlled trial,ChatGPT o3 mini,0.8929353952407837,0.07185829446790257,1318.0,0.45134575569358176,0.1663201663201663,0.2567287784679089,0.3405889876558399,0.8717684745788574,12.97,17.5,
Evaluation of platelet-rich fibrin versus collagen membrane for enhancing healing of secondary grafted alveolar cleft: a randomised controlled trial,Gemini (2.0) Flash Experimental,0.8841836452484131,0.16239128620716484,911.0,0.4873096446700508,0.24489795918367346,0.31979695431472077,0.35231773909247227,0.8751242160797119,6.68,19.9,
Evaluation of platelet-rich fibrin versus collagen membrane for enhancing healing of secondary grafted alveolar cleft: a randomised controlled trial,DeepSeek R1,0.9139317870140076,0.028515461066371275,908.0,0.39867109634551495,0.20066889632107024,0.30564784053156147,0.21598501132718806,0.8925958871841431,24.11,17.4,
Exploring patient perspectives: orthognathic surgery outcomes and experiences assessed by patient-reported outcome measures and patient-reported experience measures,ChatGPT o3 mini,0.8587653040885925,0.018381950550503283,1357.0,0.4122448979591837,0.10245901639344263,0.2204081632653061,0.30466790514917297,0.8647460341453552,6.24,18.0,
Exploring patient perspectives: orthognathic surgery outcomes and experiences assessed by patient-reported outcome measures and patient-reported experience measures,Gemini (2.0) Flash Experimental,0.8608866930007935,0.029836760040212927,1091.0,0.3709273182957394,0.08564231738035265,0.2105263157894737,0.2431735035602571,0.8747365474700928,9.48,16.8,
Exploring patient perspectives: orthognathic surgery outcomes and experiences assessed by patient-reported outcome measures and patient-reported experience measures,DeepSeek R1,0.8365263342857361,0.011743143235972016,1220.0,0.2866449511400651,0.09836065573770492,0.16286644951140064,0.14205520113663717,0.8647218942642212,5.12,18.4,
Exposure to and awareness of oral and maxillofacial surgery for first degree dental undergraduates in the United Kingdom,ChatGPT o3 mini,0.9231972098350525,0.049772938694844025,1279.0,0.490272373540856,0.15625,0.2140077821011673,0.35368586894061144,0.8812828063964844,31.28,12.5,
Exposure to and awareness of oral and maxillofacial surgery for first degree dental undergraduates in the United Kingdom,Gemini (2.0) Flash Experimental,0.8333972096443176,0.005031426848279377,1155.0,0.35555555555555557,0.10421836228287841,0.17777777777777778,0.20788608906879838,0.8627126812934875,20.48,14.6,
